edge/0/lane/_id,edge/0/lane/_sampledSeconds,edge/0/lane/_departed,edge/0/lane/_arrived,edge/0/lane/_entered,edge/0/lane/_left,edge/0/lane/_laneChangedFrom,edge/0/lane/_laneChangedTo,edge/0/_id,_begin,_end,_id,edge/1/lane/_id,edge/1/lane/_sampledSeconds,edge/1/lane/_traveltime,edge/1/lane/_overlapTraveltime,edge/1/lane/_density,edge/1/lane/_laneDensity,edge/1/lane/_occupancy,edge/1/lane/_waitingTime,edge/1/lane/_timeLoss,edge/1/lane/_speed,edge/1/lane/_departed,edge/1/lane/_arrived,edge/1/lane/_entered,edge/1/lane/_left,edge/1/lane/_laneChangedFrom,edge/1/lane/_laneChangedTo,edge/1/_id,edge/0/lane/_traveltime,edge/0/lane/_overlapTraveltime,edge/0/lane/_density,edge/0/lane/_laneDensity,edge/0/lane/_occupancy,edge/0/lane/_waitingTime,edge/0/lane/_timeLoss,edge/0/lane/_speed,edge/2/lane/_id,edge/2/lane/_sampledSeconds,edge/2/lane/_traveltime,edge/2/lane/_overlapTraveltime,edge/2/lane/_density,edge/2/lane/_laneDensity,edge/2/lane/_occupancy,edge/2/lane/_waitingTime,edge/2/lane/_timeLoss,edge/2/lane/_speed,edge/2/lane/_departed,edge/2/lane/_arrived,edge/2/lane/_entered,edge/2/lane/_left,edge/2/lane/_laneChangedFrom,edge/2/lane/_laneChangedTo,edge/2/_id,edge/3/lane/_id,edge/3/lane/_sampledSeconds,edge/3/lane/_departed,edge/3/lane/_arrived,edge/3/lane/_entered,edge/3/lane/_left,edge/3/lane/_laneChangedFrom,edge/3/lane/_laneChangedTo,edge/3/_id,edge/3/lane/_traveltime,edge/3/lane/_overlapTraveltime,edge/3/lane/_density,edge/3/lane/_laneDensity,edge/3/lane/_occupancy,edge/3/lane/_waitingTime,edge/3/lane/_timeLoss,edge/3/lane/_speed,edge/4/lane/_id,edge/4/lane/_sampledSeconds,edge/4/lane/_traveltime,edge/4/lane/_overlapTraveltime,edge/4/lane/_density,edge/4/lane/_laneDensity,edge/4/lane/_occupancy,edge/4/lane/_waitingTime,edge/4/lane/_timeLoss,edge/4/lane/_speed,edge/4/lane/_departed,edge/4/lane/_arrived,edge/4/lane/_entered,edge/4/lane/_left,edge/4/lane/_laneChangedFrom,edge/4/lane/_laneChangedTo,edge/4/_id,edge/5/lane/_id,edge/5/lane/_sampledSeconds,edge/5/lane/_traveltime,edge/5/lane/_overlapTraveltime,edge/5/lane/_density,edge/5/lane/_laneDensity,edge/5/lane/_occupancy,edge/5/lane/_waitingTime,edge/5/lane/_timeLoss,edge/5/lane/_speed,edge/5/lane/_departed,edge/5/lane/_arrived,edge/5/lane/_entered,edge/5/lane/_left,edge/5/lane/_laneChangedFrom,edge/5/lane/_laneChangedTo,edge/5/_id,edge/6/lane/_id,edge/6/lane/_sampledSeconds,edge/6/lane/_traveltime,edge/6/lane/_overlapTraveltime,edge/6/lane/_density,edge/6/lane/_laneDensity,edge/6/lane/_occupancy,edge/6/lane/_waitingTime,edge/6/lane/_timeLoss,edge/6/lane/_speed,edge/6/lane/_departed,edge/6/lane/_arrived,edge/6/lane/_entered,edge/6/lane/_left,edge/6/lane/_laneChangedFrom,edge/6/lane/_laneChangedTo,edge/6/_id,edge/7/lane/_id,edge/7/lane/_sampledSeconds,edge/7/lane/_traveltime,edge/7/lane/_overlapTraveltime,edge/7/lane/_density,edge/7/lane/_laneDensity,edge/7/lane/_occupancy,edge/7/lane/_waitingTime,edge/7/lane/_timeLoss,edge/7/lane/_speed,edge/7/lane/_departed,edge/7/lane/_arrived,edge/7/lane/_entered,edge/7/lane/_left,edge/7/lane/_laneChangedFrom,edge/7/lane/_laneChangedTo,edge/7/_id
-gneE1_0,4.00,0,0,0,0,0,0,-gneE1,20.00,21.00,int_20,-gneE3_0,4.00,22.13,22.63,16.47,16.47,9.10,0.00,0.80,10.97,0,0,0,0,0,0,-gneE3,19.66,20.06,16.47,16.47,8.24,0.00,0.20,12.35,-gneE5_0,6.00,23.78,24.44,24.71,24.71,16.72,0.00,1.71,10.21,1,0,0,0,0,0,-gneE5,gneE0_0,4.00,0,0,0,0,0,0,gneE0,27.15,27.71,16.47,16.47,8.24,0.00,1.37,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,4.00,0,0,0,0,0,0,-gneE1,21.00,22.00,int_21,-gneE3_0,4.00,22.00,22.50,16.47,16.47,9.10,0.00,0.78,11.04,0,0,0,0,0,0,-gneE3,20.07,20.48,16.47,16.47,8.24,0.00,0.29,12.10,-gneE5_0,7.00,25.66,26.35,28.83,28.83,18.78,0.00,2.36,9.46,0,0,0,0,0,0,-gneE5,gneE0_0,4.00,0,0,0,0,0,0,gneE0,23.39,23.87,16.47,16.47,8.24,0.00,0.92,10.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,4.00,1,0,0,0,0,0,-gneE1,22.00,23.00,int_22,-gneE3_0,4.00,21.37,21.86,16.47,16.47,9.10,0.00,0.70,11.36,0,0,0,0,0,0,-gneE3,20.44,20.86,16.47,16.47,8.24,0.00,0.33,11.88,-gneE5_0,7.00,26.38,27.09,28.83,28.83,18.78,0.00,2.49,9.20,0,0,0,0,0,0,-gneE5,gneE0_0,4.00,1,0,0,0,0,0,gneE0,21.83,22.28,16.47,16.47,8.24,0.00,0.69,11.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,5.00,0,0,0,0,0,0,-gneE1,23.00,24.00,int_23,-gneE3_0,4.00,23.03,23.55,16.47,16.47,9.10,0.00,0.95,10.54,0,0,0,0,0,0,-gneE3,24.18,24.68,20.59,20.59,10.30,0.00,1.14,10.04,-gneE5_0,7.00,24.81,25.48,28.83,28.83,18.78,1.00,2.21,9.78,0,0,0,0,0,0,-gneE5,gneE0_0,5.00,0,0,0,0,0,0,gneE0,24.62,25.13,20.59,20.59,10.30,0.00,1.33,9.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,5.00,0,0,0,0,0,0,-gneE1,24.00,25.00,int_24,-gneE3_0,4.00,25.24,25.82,16.47,16.47,9.10,0.00,1.25,9.62,0,0,0,0,0,0,-gneE3,22.85,23.32,20.59,20.59,10.30,0.00,0.94,10.63,-gneE5_0,7.00,22.99,23.60,28.83,28.83,18.78,1.00,1.83,10.56,1,0,0,0,0,0,-gneE5,gneE0_0,5.00,0,0,0,0,0,0,gneE0,23.29,23.77,20.59,20.59,10.30,0.00,1.11,10.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,5.00,0,0,0,0,0,0,-gneE1,25.00,26.00,int_25,-gneE3_0,4.00,26.06,26.65,16.47,16.47,9.10,0.00,1.36,9.32,1,0,0,0,0,0,-gneE3,22.48,22.95,20.59,20.59,10.30,0.00,0.87,10.80,-gneE5_0,8.00,25.76,26.43,32.95,32.95,20.84,1.00,2.73,9.42,0,0,0,0,0,0,-gneE5,gneE0_0,5.00,1,0,0,0,0,0,gneE0,22.17,22.62,20.59,20.59,10.30,0.00,0.91,10.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,5.00,0,0,0,0,0,0,-gneE1,26.00,27.00,int_26,-gneE3_0,5.00,31.29,31.99,20.59,20.59,11.16,1.00,2.25,7.76,0,0,0,0,0,0,-gneE3,22.72,23.19,20.59,20.59,10.30,0.00,0.92,10.69,-gneE5_0,8.00,25.11,25.77,32.95,32.95,20.84,1.00,2.59,9.67,0,0,0,0,0,0,-gneE5,gneE0_0,6.00,0,0,0,0,0,0,gneE0,24.13,24.63,24.71,24.71,12.36,0.00,1.49,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,5.00,0,0,0,0,0,0,-gneE1,27.00,28.00,int_27,-gneE3_0,5.00,33.04,33.78,20.59,20.59,11.16,1.00,2.41,7.35,0,0,0,0,0,0,-gneE3,22.99,23.46,20.59,20.59,10.30,0.00,0.99,10.56,-gneE5_0,8.00,23.91,24.53,32.95,32.95,20.84,1.00,2.30,10.15,1,0,0,0,0,0,-gneE5,gneE0_0,6.00,0,0,0,0,0,0,gneE0,22.29,22.75,24.71,24.71,12.36,0.00,1.14,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,5.00,1,0,0,0,0,0,-gneE1,28.00,29.00,int_28,-gneE3_0,5.00,34.94,35.72,20.59,20.59,11.16,1.00,2.55,6.95,1,0,0,0,0,0,-gneE3,23.60,24.08,20.59,20.59,10.30,0.00,1.10,10.29,-gneE5_0,9.00,27.66,28.36,37.07,37.07,22.90,1.00,3.44,8.78,0,0,0,0,0,0,-gneE5,gneE0_0,6.00,0,0,0,0,0,0,gneE0,21.53,21.98,24.71,24.71,12.36,0.00,0.98,11.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,5.84,0,0,0,1,0,0,-gneE1,29.00,30.00,int_29,-gneE3_0,6.00,44.30,45.27,24.71,24.71,13.22,1.00,3.63,5.48,0,0,0,0,0,0,-gneE3,24.26,26.02,24.04,24.04,11.22,0.00,1.32,9.52,-gneE5_0,9.00,29.78,30.54,37.07,37.07,22.90,1.00,3.82,8.15,0,0,0,0,0,0,-gneE5,gneE0_0,6.00,0,0,0,0,0,0,gneE0,21.77,22.22,24.71,24.71,12.36,0.00,1.06,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,5.00,0,0,0,0,0,0,-gneE1,30.00,31.00,int_30,-gneE3_0,6.00,41.45,42.36,24.71,24.71,13.22,1.00,3.40,5.86,0,0,0,0,0,0,-gneE3,23.13,23.60,20.59,20.59,10.30,0.00,1.02,10.50,-gneE5_0,9.00,30.54,31.32,37.07,37.07,22.90,2.00,3.92,7.95,1,0,0,0,0,0,-gneE5,gneE0_0,6.00,1,0,0,0,0,0,gneE0,21.18,21.62,24.71,24.71,12.36,0.00,0.93,11.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,5.00,0,0,0,0,0,0,-gneE1,31.00,32.00,int_31,-gneE3_0,6.00,42.05,42.98,24.71,24.71,13.22,2.00,3.35,5.77,0,0,0,0,0,0,-gneE3,23.18,23.66,20.59,20.59,10.30,0.00,1.04,10.47,-gneE5_0,10.00,38.35,39.34,41.19,41.19,25.82,2.00,5.47,6.33,0,0,0,0,0,0,-gneE5,gneE0_0,7.00,0,0,0,0,0,0,gneE0,25.33,25.85,28.83,28.83,14.42,0.00,2.05,9.59,gneE3_0,0.76,32.36,33.03,3.13,3.13,0.88,0.00,0.32,7.50,0,0,1,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,5.00,0,0,0,0,0,0,-gneE1,32.00,33.00,int_32,-gneE3_0,6.00,42.35,43.28,24.71,24.71,13.22,2.00,3.33,5.73,1,0,0,0,0,0,-gneE3,25.66,26.19,20.59,20.59,10.30,0.00,1.44,9.46,-gneE5_0,10.00,41.93,43.01,41.19,41.19,25.82,3.00,5.83,5.79,0,0,0,0,0,0,-gneE5,gneE0_0,7.00,0,0,0,0,0,0,gneE0,26.09,26.63,28.83,28.83,14.42,0.00,2.19,9.30,gneE3_0,1.00,24.71,25.22,4.12,4.12,2.06,0.00,0.25,9.82,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,5.00,1,0,0,0,0,0,-gneE1,33.00,34.00,int_33,-gneE3_0,7.00,38.27,39.27,28.83,28.83,18.16,3.00,3.59,6.34,0,0,0,0,0,0,-gneE3,27.63,28.20,20.59,20.59,10.30,0.00,1.70,8.79,-gneE5_0,10.00,45.24,46.41,41.19,41.19,25.82,3.00,6.09,5.37,0,0,0,0,0,0,-gneE5,gneE0_0,7.00,1,0,0,0,0,0,gneE0,25.13,25.64,28.83,28.83,14.42,1.00,2.02,9.66,gneE3_0,1.00,19.76,20.17,4.12,4.12,2.06,0.00,0.06,12.29,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,6.00,0,0,0,0,0,0,-gneE1,34.00,35.00,int_34,-gneE3_0,7.00,34.89,37.58,28.83,28.83,18.09,2.00,3.32,6.63,1,0,0,1,0,0,-gneE3,36.35,37.10,24.71,24.71,12.36,0.00,3.00,6.68,-gneE5_0,10.00,48.48,49.73,41.19,41.19,25.82,3.00,6.32,5.01,1,0,0,0,0,0,-gneE5,gneE0_0,8.00,0,0,0,0,0,0,gneE0,28.78,29.37,32.95,32.95,16.47,1.00,3.01,8.44,gneE3_0,1.00,19.98,20.39,4.12,4.12,2.06,0.00,0.07,12.15,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,6.00,0,0,0,0,0,0,-gneE1,35.00,36.00,int_35,-gneE3_0,7.00,34.32,35.24,28.83,28.83,18.78,1.00,3.19,7.07,0,0,0,0,0,0,-gneE3,38.77,39.57,24.71,24.71,12.36,1.00,3.23,6.26,-gneE5_0,11.00,54.98,56.37,45.30,45.30,27.88,4.00,7.43,4.42,0,0,0,0,0,0,-gneE5,gneE0_0,8.00,0,0,0,0,0,0,gneE0,28.60,29.19,32.95,32.95,16.47,1.00,2.96,8.49,gneE3_0,1.00,19.87,20.28,4.12,4.12,2.06,0.00,0.06,12.22,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE1_0,6.00,1,0,0,0,0,0,-gneE1,36.00,37.00,int_36,-gneE3_0,7.00,31.57,32.42,28.83,28.83,18.78,0.00,2.85,7.69,0,0,0,0,0,0,-gneE3,39.94,40.77,24.71,24.71,12.36,1.00,3.34,6.08,-gneE5_0,11.00,61.48,63.04,45.30,45.30,27.88,4.00,7.80,3.95,0,0,0,0,0,0,-gneE5,gneE0_0,8.00,1,0,0,0,0,0,gneE0,28.76,29.36,32.95,32.95,16.47,1.00,2.98,8.44,gneE3_0,1.00,20.04,20.46,4.12,4.12,2.06,0.00,0.07,12.11,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,0.54,0,0,1,0,0,0,-gneE0,37.00,38.00,int_37,-gneE1_0,7.00,47.42,48.39,28.83,28.83,14.42,1.00,4.43,5.12,0,0,0,0,0,0,-gneE1,36.06,36.81,2.24,2.24,0.41,0.00,0.26,6.73,-gneE3_0,7.00,32.59,33.84,28.83,28.83,18.72,0.00,2.67,7.37,1,0,0,1,0,0,-gneE3,-gneE5_0,11.00,1,0,0,0,0,0,-gneE5,65.44,67.10,45.30,45.30,27.88,5.00,7.99,3.71,gneE0_0,9.00,31.12,31.76,37.07,37.07,18.53,2.00,3.80,7.80,0,0,0,0,0,0,gneE0,gneE3_0,1.00,19.13,19.52,4.12,4.12,2.06,0.00,0.03,12.70,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,1.00,0,0,0,0,0,0,-gneE0,38.00,39.00,int_38,-gneE1_0,7.00,42.40,43.28,28.83,28.83,14.42,2.00,4.15,5.73,0,0,0,0,0,0,-gneE1,30.07,30.69,4.12,4.12,2.01,0.00,0.38,8.07,-gneE3_0,7.00,32.41,33.28,28.83,28.83,18.78,0.00,2.98,7.49,0,0,0,0,0,0,-gneE3,-gneE5_0,12.00,0,0,0,0,0,0,-gneE5,68.55,70.26,49.42,49.42,29.94,6.00,8.88,3.54,gneE0_0,9.00,33.00,33.67,37.07,37.07,18.53,2.00,4.14,7.36,0,0,0,0,0,0,gneE0,gneE3_0,1.00,20.39,20.81,4.12,4.12,2.06,0.00,0.09,11.91,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,1.09,0,0,1,0,0,0,-gneE0,39.00,40.00,int_39,-gneE1_0,7.00,38.48,39.27,28.83,28.83,14.42,2.00,3.88,6.31,0,0,0,0,0,0,-gneE1,24.57,25.08,4.47,4.47,2.07,0.00,0.26,9.88,-gneE3_0,7.00,29.96,30.76,28.83,28.83,18.78,0.00,2.70,8.10,0,0,0,0,0,0,-gneE3,-gneE5_0,12.00,0,0,0,0,0,0,-gneE5,67.78,69.47,49.42,49.42,29.94,6.00,8.85,3.58,gneE0_0,9.00,34.99,35.71,37.07,37.07,18.53,2.00,4.47,6.94,1,0,0,0,0,0,gneE0,gneE3_0,1.00,19.21,19.60,4.12,4.12,2.06,0.00,0.03,12.64,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,2.00,0,0,0,0,0,0,-gneE0,40.00,41.00,int_40,-gneE1_0,7.00,36.81,37.57,28.83,28.83,14.42,3.00,3.76,6.60,0,0,0,0,0,0,-gneE1,23.63,24.12,8.24,8.24,3.67,0.00,0.38,10.27,-gneE3_0,6.88,26.75,27.81,28.34,28.34,17.88,0.00,1.89,8.97,1,0,0,1,0,0,-gneE3,-gneE5_0,12.00,1,0,0,0,0,0,-gneE5,66.05,67.70,49.42,49.42,29.94,7.00,8.76,3.68,gneE0_0,10.00,38.36,39.15,41.19,41.19,20.59,3.00,5.45,6.33,0,0,0,0,0,0,gneE0,gneE3_0,1.00,20.38,20.80,4.12,4.12,2.06,0.00,0.09,11.91,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,2.07,0,0,1,0,0,0,-gneE0,41.00,42.00,int_41,-gneE1_0,7.00,38.33,39.12,28.83,28.83,14.42,3.00,3.91,6.33,0,0,0,0,0,0,-gneE1,20.80,21.23,8.53,8.53,4.13,0.00,0.18,11.67,-gneE3_0,7.00,26.33,27.04,28.83,28.83,18.78,0.00,2.09,9.22,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,69.50,71.21,53.54,53.54,32.00,7.00,9.73,3.49,gneE0_0,10.00,39.83,40.65,41.19,41.19,20.59,3.00,5.68,6.10,0,0,0,0,0,0,gneE0,gneE3_0,1.00,19.24,19.63,4.12,4.12,2.06,0.00,0.03,12.62,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,3.00,0,0,0,0,0,0,-gneE0,42.00,43.00,int_42,-gneE1_0,7.00,40.14,40.96,28.83,28.83,14.42,3.00,4.05,6.05,0,0,0,0,0,0,-gneE1,21.03,21.46,12.36,12.36,5.82,0.00,0.43,11.55,-gneE3_0,7.00,28.05,28.80,28.83,28.83,18.78,0.00,2.38,8.66,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,69.38,71.09,53.54,53.54,32.00,7.00,9.75,3.50,gneE0_0,10.00,41.30,42.15,41.19,41.19,20.59,4.00,5.85,5.88,0,0,0,0,0,0,gneE0,gneE3_0,1.00,18.77,19.16,4.12,4.12,2.06,0.00,0.01,12.94,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,3.00,0,0,0,0,0,0,-gneE0,43.00,44.00,int_43,-gneE1_0,7.00,40.58,41.41,28.83,28.83,14.42,3.00,4.08,5.98,0,0,0,0,0,0,-gneE1,20.53,20.96,12.36,12.36,6.18,0.00,0.37,11.82,-gneE3_0,7.00,23.04,25.35,28.83,28.83,18.04,0.00,1.55,9.84,1,0,0,1,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,66.17,67.80,53.54,53.54,32.00,8.00,9.62,3.67,gneE0_0,10.00,45.46,46.40,41.19,41.19,20.59,4.00,6.26,5.34,1,0,0,0,0,0,gneE0,gneE3_0,1.00,19.86,20.27,4.12,4.12,2.06,0.00,0.06,12.22,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,3.00,0,0,0,0,0,0,-gneE0,44.00,45.00,int_44,-gneE1_0,7.00,41.91,42.77,28.83,28.83,14.42,3.00,4.18,5.79,1,0,0,0,0,0,-gneE1,20.91,21.34,12.36,12.36,6.18,0.00,0.43,11.61,-gneE3_0,7.00,24.52,25.15,28.83,28.83,17.92,0.00,1.78,9.90,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,66.75,68.39,53.54,53.54,32.00,8.00,9.72,3.64,gneE0_0,11.00,46.32,47.27,45.30,45.30,22.65,4.00,6.93,5.24,0,0,0,0,0,0,gneE0,gneE3_0,1.00,20.23,20.65,4.12,4.12,2.06,0.00,0.08,12.00,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,3.37,0,0,1,0,0,0,-gneE0,45.00,46.00,int_45,-gneE1_0,8.00,44.16,45.07,32.95,32.95,16.47,4.00,4.93,5.50,0,0,0,0,0,0,-gneE1,21.95,22.43,13.89,13.89,6.37,0.00,0.61,11.06,-gneE3_0,7.00,23.85,24.46,28.83,28.83,17.92,0.00,1.68,10.18,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,63.17,64.72,53.54,53.54,32.00,8.00,9.59,3.84,gneE0_0,11.00,46.20,47.15,45.30,45.30,22.65,4.00,6.86,5.26,0,0,0,0,0,0,gneE0,gneE3_0,1.00,20.43,20.85,4.12,4.12,2.06,0.00,0.09,11.89,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,4.00,0,0,0,0,0,0,-gneE0,46.00,47.00,int_46,-gneE1_0,8.00,43.50,44.39,32.95,32.95,16.47,4.00,4.88,5.58,0,0,0,0,0,0,-gneE1,22.24,22.74,16.47,16.47,8.56,0.00,0.80,10.92,-gneE3_0,7.00,21.35,21.89,28.83,28.83,17.92,0.00,1.08,11.37,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,63.31,64.87,53.54,53.54,32.00,8.00,9.67,3.84,gneE0_0,11.00,44.60,45.52,45.30,45.30,22.65,5.00,6.70,5.44,1,0,0,0,0,0,gneE0,gneE3_0,1.00,18.76,19.14,4.12,4.12,2.06,0.00,0.01,12.95,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,4.00,0,0,0,0,0,0,-gneE0,47.00,48.00,int_47,-gneE1_0,8.00,42.97,43.86,32.95,32.95,16.47,4.00,4.87,5.65,1,0,0,0,0,0,-gneE1,21.79,22.28,16.47,16.47,9.10,0.00,0.74,11.14,-gneE3_0,7.00,21.33,21.88,28.83,28.83,17.92,0.00,1.09,11.38,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,59.42,60.88,53.54,53.54,32.00,9.00,9.47,4.09,gneE0_0,12.00,46.17,47.12,49.42,49.42,24.71,5.00,7.44,5.26,0,0,0,0,0,0,gneE0,gneE3_0,1.00,19.96,20.37,4.12,4.12,2.06,0.00,0.07,12.16,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,4.00,0,0,0,0,0,0,-gneE0,48.00,49.00,int_48,-gneE1_0,9.00,47.94,48.93,37.07,37.07,18.53,4.00,5.86,5.06,0,0,0,0,0,0,-gneE1,21.01,21.49,16.47,16.47,9.10,0.00,0.63,11.56,-gneE3_0,7.00,22.29,22.86,28.83,28.83,17.92,0.00,1.36,10.89,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,60.93,62.43,53.54,53.54,32.00,9.00,9.57,3.98,gneE0_0,12.00,46.47,47.43,49.42,49.42,24.71,6.00,7.49,5.23,0,0,0,0,0,0,gneE0,gneE3_0,1.00,18.70,19.08,4.12,4.12,2.06,0.00,0.00,12.99,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,4.00,0,0,0,0,0,0,-gneE0,49.00,50.00,int_49,-gneE1_0,9.00,52.48,53.56,37.07,37.07,18.53,4.00,6.12,4.63,0,0,0,0,0,0,-gneE1,20.24,20.70,16.47,16.47,9.10,0.00,0.51,12.00,-gneE3_0,7.00,23.69,24.29,28.83,28.83,17.92,0.00,1.76,10.25,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,64.73,66.32,53.54,53.54,32.00,9.00,9.78,3.75,gneE0_0,12.00,48.24,49.23,49.42,49.42,24.71,6.00,7.66,5.03,1,0,0,0,0,0,gneE0,gneE3_0,1.00,19.90,20.31,4.12,4.12,2.06,0.00,0.06,12.20,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,4.00,0,0,0,0,0,0,-gneE0,50.00,51.00,int_50,-gneE1_0,9.00,56.72,57.88,37.07,37.07,18.53,4.00,6.31,4.28,0,0,0,0,0,0,-gneE1,20.39,20.85,16.47,16.47,9.10,0.00,0.52,11.91,-gneE3_0,6.95,20.77,22.51,28.61,28.61,16.98,0.00,0.97,11.06,0,0,0,1,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,79.73,81.69,53.54,53.54,32.00,9.00,10.39,3.05,gneE0_0,13.00,51.60,52.66,53.54,53.54,26.77,6.00,8.65,4.71,0,0,0,0,0,0,gneE0,gneE3_0,1.00,20.29,20.71,4.12,4.12,2.06,0.00,0.08,11.97,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,4.00,0,0,0,0,0,0,-gneE0,51.00,52.00,int_51,-gneE1_0,9.00,57.22,58.40,37.07,37.07,18.53,5.00,6.30,4.24,0,0,0,0,0,0,-gneE1,19.27,19.71,16.47,16.47,9.10,0.00,0.34,12.60,-gneE3_0,6.00,21.22,21.78,24.71,24.71,15.86,0.00,0.99,11.44,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,110.69,113.42,53.54,53.54,32.00,10.00,11.14,2.19,gneE0_0,13.00,53.64,54.74,53.54,53.54,26.77,6.00,8.83,4.53,0,0,0,0,0,0,gneE0,gneE3_0,0.84,19.60,20.01,3.46,3.46,1.32,0.00,0.04,12.39,0,1,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
