edge/0/lane/_id,edge/0/lane/_sampledSeconds,edge/0/lane/_departed,edge/0/lane/_arrived,edge/0/lane/_entered,edge/0/lane/_left,edge/0/lane/_laneChangedFrom,edge/0/lane/_laneChangedTo,edge/0/_id,_begin,_end,_id,edge/1/lane/_id,edge/1/lane/_sampledSeconds,edge/1/lane/_traveltime,edge/1/lane/_overlapTraveltime,edge/1/lane/_density,edge/1/lane/_laneDensity,edge/1/lane/_occupancy,edge/1/lane/_waitingTime,edge/1/lane/_timeLoss,edge/1/lane/_speed,edge/1/lane/_departed,edge/1/lane/_arrived,edge/1/lane/_entered,edge/1/lane/_left,edge/1/lane/_laneChangedFrom,edge/1/lane/_laneChangedTo,edge/1/_id,edge/0/lane/_traveltime,edge/0/lane/_overlapTraveltime,edge/0/lane/_density,edge/0/lane/_laneDensity,edge/0/lane/_occupancy,edge/0/lane/_waitingTime,edge/0/lane/_timeLoss,edge/0/lane/_speed,edge/2/lane/_id,edge/2/lane/_sampledSeconds,edge/2/lane/_traveltime,edge/2/lane/_overlapTraveltime,edge/2/lane/_density,edge/2/lane/_laneDensity,edge/2/lane/_occupancy,edge/2/lane/_waitingTime,edge/2/lane/_timeLoss,edge/2/lane/_speed,edge/2/lane/_departed,edge/2/lane/_arrived,edge/2/lane/_entered,edge/2/lane/_left,edge/2/lane/_laneChangedFrom,edge/2/lane/_laneChangedTo,edge/2/_id,edge/3/lane/_id,edge/3/lane/_sampledSeconds,edge/3/lane/_departed,edge/3/lane/_arrived,edge/3/lane/_entered,edge/3/lane/_left,edge/3/lane/_laneChangedFrom,edge/3/lane/_laneChangedTo,edge/3/_id,edge/3/lane/_traveltime,edge/3/lane/_overlapTraveltime,edge/3/lane/_density,edge/3/lane/_laneDensity,edge/3/lane/_occupancy,edge/3/lane/_waitingTime,edge/3/lane/_timeLoss,edge/3/lane/_speed,edge/4/lane/_id,edge/4/lane/_sampledSeconds,edge/4/lane/_traveltime,edge/4/lane/_overlapTraveltime,edge/4/lane/_density,edge/4/lane/_laneDensity,edge/4/lane/_occupancy,edge/4/lane/_waitingTime,edge/4/lane/_timeLoss,edge/4/lane/_speed,edge/4/lane/_departed,edge/4/lane/_arrived,edge/4/lane/_entered,edge/4/lane/_left,edge/4/lane/_laneChangedFrom,edge/4/lane/_laneChangedTo,edge/4/_id,edge/5/lane/_id,edge/5/lane/_sampledSeconds,edge/5/lane/_traveltime,edge/5/lane/_overlapTraveltime,edge/5/lane/_density,edge/5/lane/_laneDensity,edge/5/lane/_occupancy,edge/5/lane/_waitingTime,edge/5/lane/_timeLoss,edge/5/lane/_speed,edge/5/lane/_departed,edge/5/lane/_arrived,edge/5/lane/_entered,edge/5/lane/_left,edge/5/lane/_laneChangedFrom,edge/5/lane/_laneChangedTo,edge/5/_id,edge/6/lane/_id,edge/6/lane/_sampledSeconds,edge/6/lane/_traveltime,edge/6/lane/_overlapTraveltime,edge/6/lane/_density,edge/6/lane/_laneDensity,edge/6/lane/_occupancy,edge/6/lane/_waitingTime,edge/6/lane/_timeLoss,edge/6/lane/_speed,edge/6/lane/_departed,edge/6/lane/_arrived,edge/6/lane/_entered,edge/6/lane/_left,edge/6/lane/_laneChangedFrom,edge/6/lane/_laneChangedTo,edge/6/_id,edge/7/lane/_id,edge/7/lane/_sampledSeconds,edge/7/lane/_traveltime,edge/7/lane/_overlapTraveltime,edge/7/lane/_density,edge/7/lane/_laneDensity,edge/7/lane/_occupancy,edge/7/lane/_waitingTime,edge/7/lane/_timeLoss,edge/7/lane/_speed,edge/7/lane/_departed,edge/7/lane/_arrived,edge/7/lane/_entered,edge/7/lane/_left,edge/7/lane/_laneChangedFrom,edge/7/lane/_laneChangedTo,edge/7/_id
-gneE0_0,4.64,0,0,1,0,0,0,-gneE0,52.00,53.00,int_52,-gneE1_0,9.00,64.14,65.46,37.07,37.07,18.53,5.00,6.55,3.79,0,0,0,0,0,0,-gneE1,20.63,21.10,19.13,19.13,9.70,0.00,0.63,11.77,-gneE3_0,6.00,21.62,22.25,24.71,24.71,15.84,0.00,1.15,11.20,0,0,0,1,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,179.67,184.09,53.54,53.54,32.00,10.00,11.86,1.35,gneE0_0,13.00,56.98,58.16,53.54,53.54,26.77,6.00,9.08,4.26,1,0,0,0,0,0,gneE0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,5.00,0,0,0,0,0,0,-gneE0,53.00,54.00,int_53,-gneE1_0,9.00,68.41,69.82,37.07,37.07,18.53,5.00,6.69,3.55,0,0,0,0,0,0,-gneE1,20.73,21.20,20.59,20.59,11.16,0.00,0.68,11.71,-gneE3_0,5.00,20.13,20.69,20.59,20.59,13.80,0.00,0.76,12.06,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,324.56,332.55,53.54,53.54,32.00,10.00,12.39,0.75,gneE0_0,14.00,64.64,65.97,57.66,57.66,28.83,7.00,10.28,3.76,0,0,0,0,0,0,gneE0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,5.00,0,0,0,0,0,0,-gneE0,54.00,55.00,int_54,-gneE1_0,9.00,70.79,72.25,37.07,37.07,18.53,6.00,6.77,3.43,0,0,0,0,0,0,-gneE1,20.22,20.67,20.59,20.59,11.16,0.00,0.55,12.01,-gneE3_0,5.00,20.80,21.37,20.59,20.59,13.80,0.00,0.89,11.67,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,675.21,691.84,53.54,53.54,32.00,11.00,12.71,0.36,gneE0_0,14.00,64.76,66.10,57.66,57.66,28.83,7.00,10.28,3.75,0,0,0,0,0,0,gneE0,gneE5_0,0.79,22.62,23.09,3.25,3.25,1.15,0.00,0.05,10.73,0,0,1,0,0,0,gneE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,5.00,0,0,0,0,0,0,-gneE0,55.00,56.00,int_55,-gneE1_0,9.00,80.66,82.32,37.07,37.07,18.53,7.00,7.04,3.01,0,0,0,0,0,0,-gneE1,19.90,20.34,20.59,20.59,11.16,0.00,0.48,12.20,-gneE3_0,5.00,22.93,23.57,20.59,20.59,13.80,0.00,1.31,10.59,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,3065.03,3140.48,53.54,53.54,32.00,11.00,12.93,0.08,gneE0_0,14.00,67.92,69.31,57.66,57.66,28.83,8.00,10.45,3.57,0,0,0,0,0,0,gneE0,gneE5_0,1.00,23.75,24.24,4.12,4.12,2.06,0.00,0.11,10.22,0,0,0,0,0,0,gneE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,5.00,0,0,0,0,0,0,-gneE0,56.00,57.00,int_56,-gneE1_0,9.00,83.16,84.87,37.07,37.07,18.53,7.00,7.09,2.92,0,0,0,0,0,0,-gneE1,19.92,20.36,20.59,20.59,11.16,0.00,0.46,12.19,-gneE3_0,5.00,26.52,27.25,20.59,20.59,13.80,0.00,1.82,9.16,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,8335.62,8540.82,53.54,53.54,32.00,11.00,12.98,0.03,gneE0_0,14.00,69.01,70.43,57.66,57.66,28.83,9.00,10.51,3.52,0,0,0,0,0,0,gneE0,gneE5_0,1.00,23.40,23.89,4.12,4.12,2.06,0.00,0.10,10.37,0,0,0,0,0,0,gneE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,5.00,0,1,0,0,0,0,-gneE0,57.00,58.00,int_57,-gneE1_0,9.00,84.79,86.53,37.07,37.07,18.53,7.00,7.13,2.86,0,0,0,0,0,0,-gneE1,20.09,20.55,20.59,20.59,11.09,0.00,0.51,12.08,-gneE3_0,5.00,28.07,29.32,20.59,20.59,13.74,0.00,1.74,8.51,0,0,0,1,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,19882.56,20372.00,53.54,53.54,32.00,12.00,12.99,0.01,gneE0_0,14.00,65.97,67.33,57.66,57.66,28.83,9.00,10.35,3.68,0,0,0,0,0,0,gneE0,gneE5_0,1.00,23.51,24.00,4.12,4.12,2.06,0.00,0.10,10.33,0,0,0,0,0,0,gneE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,4.00,0,0,0,0,0,0,-gneE0,58.00,59.00,int_58,-gneE1_0,9.00,83.27,84.99,37.07,37.07,18.53,7.00,7.10,2.92,0,0,0,0,0,0,-gneE1,19.35,19.79,16.47,16.47,9.10,0.00,0.31,12.55,-gneE3_0,4.00,31.09,31.78,16.47,16.47,8.86,0.00,1.84,7.81,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,27568.13,28246.77,53.54,53.54,32.00,12.00,12.99,0.01,gneE0_0,14.00,66.87,68.25,57.66,57.66,28.83,9.00,10.41,3.63,0,0,0,0,0,0,gneE0,gneE5_0,1.00,21.26,21.70,4.12,4.12,2.06,0.00,0.00,11.42,0,0,0,0,0,0,gneE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,4.14,0,0,1,0,0,0,-gneE0,59.00,60.00,int_59,-gneE1_0,9.00,84.41,86.15,37.07,37.07,18.53,7.00,7.13,2.88,0,0,0,0,0,0,-gneE1,20.41,20.89,17.06,17.06,9.13,0.00,0.51,11.90,-gneE3_0,4.00,38.31,39.15,16.47,16.47,8.86,0.00,2.22,6.34,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,70027.10,71750.93,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,14.00,70.65,72.10,57.66,57.66,28.83,10.00,10.65,3.44,0,0,0,0,0,0,gneE0,gneE5_0,1.00,22.22,22.68,4.12,4.12,2.06,0.00,0.05,10.93,0,0,0,0,0,0,gneE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,5.00,0,0,0,0,0,0,-gneE0,60.00,61.00,int_60,-gneE1_0,9.00,88.80,90.63,37.07,37.07,18.53,7.00,7.21,2.73,0,0,0,0,0,0,-gneE1,20.01,20.57,20.59,20.59,11.95,0.00,0.55,12.14,-gneE3_0,4.00,40.11,40.99,16.47,16.47,8.86,0.00,2.31,6.05,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,100000.00,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,14.00,83.26,84.98,57.66,57.66,28.83,10.00,11.18,2.92,0,0,0,0,0,0,gneE0,gneE5_0,1.00,21.52,21.96,4.12,4.12,2.06,0.00,0.02,11.28,0,0,0,0,0,0,gneE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,4.63,0,1,0,0,0,0,-gneE0,61.00,62.00,int_61,-gneE1_0,9.00,108.11,110.34,37.07,37.07,18.53,7.00,7.52,2.25,0,0,0,0,0,0,-gneE1,21.79,22.32,19.09,19.09,12.85,0.00,0.86,11.19,-gneE3_0,4.00,41.45,41.24,16.47,16.47,8.34,0.00,1.90,6.02,0,0,0,1,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,14.00,101.95,104.05,57.66,57.66,28.83,11.00,11.71,2.38,0,0,0,0,0,0,gneE0,gneE5_0,1.00,21.38,21.82,4.12,4.12,2.06,0.00,0.01,11.36,0,0,0,0,0,0,gneE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,4.00,0,1,0,0,0,0,-gneE0,62.00,63.00,int_62,-gneE1_0,9.00,145.09,148.08,37.07,37.07,18.53,7.00,7.88,1.67,0,0,0,0,0,0,-gneE1,21.46,21.98,16.47,16.47,11.94,0.00,0.76,11.38,-gneE3_0,3.00,35.55,36.29,12.36,12.36,6.18,0.00,1.63,6.83,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,14.00,127.85,130.48,57.66,57.66,28.83,11.00,12.17,1.90,0,0,0,0,0,0,gneE0,gneE5_0,1.00,21.49,21.94,4.12,4.12,2.06,0.00,0.01,11.30,0,0,0,0,0,0,gneE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,3.50,0,0,1,0,0,0,-gneE0,63.00,64.00,int_63,-gneE1_0,9.00,191.20,195.14,37.07,37.07,18.53,8.00,8.14,1.27,0,0,0,0,0,0,-gneE1,22.16,22.87,14.41,14.41,10.29,0.00,0.66,10.96,-gneE3_0,3.00,34.87,35.56,12.36,12.36,6.15,0.00,1.09,6.97,0,0,0,1,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,14.00,161.39,164.72,57.66,57.66,28.83,12.00,12.54,1.50,0,0,0,0,0,0,gneE0,gneE5_0,1.00,23.41,23.89,4.12,4.12,2.06,0.00,0.10,10.37,0,0,0,0,0,0,gneE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,4.00,0,1,0,0,0,0,-gneE0,64.00,65.00,int_64,-gneE1_0,9.00,305.64,311.94,37.07,37.07,18.53,8.00,8.46,0.79,0,0,0,0,0,0,-gneE1,20.46,20.86,16.47,16.47,12.20,0.00,0.42,12.00,-gneE3_0,2.00,31.60,32.25,8.24,8.24,4.12,0.00,0.93,7.68,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,14.00,202.88,207.06,57.66,57.66,28.83,12.00,12.84,1.20,0,0,0,0,0,0,gneE0,gneE5_0,1.00,22.22,22.68,4.12,4.12,2.06,0.00,0.05,10.93,0,0,0,0,0,0,gneE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-gneE0_0,3.00,0,0,0,0,0,0,-gneE0,65.00,66.00,int_65,-gneE1_0,9.00,770.38,786.25,37.07,37.07,18.53,8.00,8.79,0.32,0,0,0,0,0,0,-gneE1,20.77,21.44,12.36,12.36,9.68,0.00,0.30,11.69,-gneE3_0,2.00,38.86,39.66,8.24,8.24,4.12,0.00,1.14,6.25,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,14.00,349.88,357.08,57.66,57.66,28.83,12.00,13.33,0.69,0,0,0,0,0,0,gneE0,gneE1_0,0.84,35.98,36.72,3.44,3.44,0.96,0.00,0.48,6.75,0,0,1,0,0,0,gneE1,gneE5_0,1.00,21.99,22.45,4.12,4.12,2.06,0.00,0.04,11.04,0,0,0,0,0,0,gneE5,,,,,,,,,,,,,,,,,
-gneE0_0,3.00,0,0,0,0,0,0,-gneE0,66.00,67.00,int_66,-gneE1_0,9.00,6338.23,6468.75,37.07,37.07,18.53,8.00,8.97,0.04,0,0,0,0,0,0,-gneE1,19.72,20.35,12.36,12.36,9.68,0.00,0.16,12.31,-gneE3_0,2.00,93.65,95.58,8.24,8.24,4.12,0.00,1.65,2.59,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,14.00,570.96,582.72,57.66,57.66,28.83,13.00,13.59,0.43,0,0,0,0,0,0,gneE0,gneE1_0,1.00,29.88,30.50,4.12,4.12,2.06,0.00,0.49,8.13,0,0,0,0,0,0,gneE1,gneE5_0,1.00,21.24,21.68,4.12,4.12,2.06,0.00,0.00,11.43,0,0,0,0,0,0,gneE5,,,,,,,,,,,,,,,,,
-gneE0_0,3.00,0,0,0,0,0,0,-gneE0,67.00,68.00,int_67,-gneE1_0,9.00,12776.21,13039.31,37.07,37.07,18.53,8.00,8.99,0.02,0,0,0,0,0,0,-gneE1,21.48,22.17,12.36,12.36,9.68,0.00,0.37,11.30,-gneE3_0,2.00,321.29,327.91,8.24,8.24,4.12,0.00,1.90,0.76,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,14.00,725.86,623.29,57.66,57.66,28.72,12.00,13.46,0.40,0,0,0,1,0,0,gneE0,gneE1_0,1.00,22.81,23.28,4.12,4.12,2.06,0.00,0.34,10.64,0,0,0,0,0,0,gneE1,gneE5_0,1.00,22.83,23.30,4.12,4.12,2.06,0.00,0.07,10.64,0,0,0,0,0,0,gneE5,,,,,,,,,,,,,,,,,
-gneE0_0,3.00,0,0,0,0,0,0,-gneE0,68.00,69.00,int_68,-gneE1_0,9.00,26457.18,27002.01,37.07,37.07,18.53,9.00,8.99,0.01,0,0,0,0,0,0,-gneE1,23.66,24.43,12.36,12.36,9.68,0.00,0.60,10.26,-gneE3_0,2.00,486.53,496.55,8.24,8.24,4.12,0.00,1.93,0.50,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,13.00,1832.36,1870.10,53.54,53.54,26.77,11.00,12.88,0.13,0,0,0,0,0,0,gneE0,gneE1_0,1.00,18.69,19.07,4.12,4.12,2.06,0.00,0.19,12.99,0,0,0,0,0,0,gneE1,gneE5_0,1.00,21.79,22.24,4.12,4.12,2.06,0.00,0.03,11.14,0,0,0,0,0,0,gneE5,,,,,,,,,,,,,,,,,
-gneE0_0,3.00,0,0,0,0,0,0,-gneE0,69.00,70.00,int_69,-gneE1_0,9.00,76520.34,78096.13,37.07,37.07,18.53,9.00,9.00,0.00,0,0,0,0,0,0,-gneE1,24.30,25.08,12.36,12.36,9.68,0.00,0.66,9.99,-gneE3_0,2.00,1270.76,1296.93,8.24,8.24,4.12,1.00,1.98,0.19,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,13.00,642.88,656.11,53.54,53.54,26.77,11.00,12.63,0.38,0,0,0,0,0,0,gneE0,gneE1_0,1.00,15.97,16.30,4.12,4.12,2.06,0.00,0.05,15.21,0,0,0,0,0,0,gneE1,gneE3_0,0.46,38.13,38.91,1.91,1.91,0.28,0.00,0.26,6.37,0,0,1,0,0,0,gneE3,gneE5_0,1.00,22.18,22.63,4.12,4.12,2.06,0.00,0.05,10.95,0,0,0,0,0,0,gneE5
-gneE0_0,3.00,0,0,0,0,0,0,-gneE0,70.00,71.00,int_70,-gneE1_0,9.00,88422.27,90243.16,37.07,37.07,18.53,9.00,9.00,0.00,0,0,0,0,0,0,-gneE1,22.38,23.10,12.36,12.36,9.68,0.00,0.47,10.85,-gneE3_0,2.00,1844.01,1881.99,8.24,8.24,4.12,1.00,1.98,0.13,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,13.00,414.58,341.83,53.54,53.54,26.62,10.00,12.29,0.72,0,0,0,1,0,0,gneE0,gneE1_0,1.00,16.40,16.74,4.12,4.12,2.06,0.00,0.08,14.80,0,0,0,0,0,0,gneE1,gneE3_0,1.00,31.64,32.29,4.12,4.12,1.95,0.00,0.47,7.67,0,0,0,0,0,0,gneE3,gneE5_0,1.00,23.57,24.05,4.12,4.12,2.06,0.00,0.10,10.30,0,0,0,0,0,0,gneE5
-gneE0_0,3.00,0,0,0,0,0,0,-gneE0,71.00,72.00,int_71,-gneE1_0,9.00,100000.00,100000.00,37.07,37.07,18.53,9.00,9.00,0.00,0,0,0,0,0,0,-gneE1,22.59,23.32,12.36,12.36,9.68,0.00,0.51,10.75,-gneE3_0,2.00,23403.84,23885.80,8.24,8.24,4.12,2.00,2.00,0.01,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,12.00,457.79,467.21,49.42,49.42,24.71,9.00,11.49,0.53,0,0,0,0,0,0,gneE0,gneE1_0,1.00,15.40,15.71,4.12,4.12,2.06,0.00,0.02,15.77,0,0,0,0,0,0,gneE1,gneE3_0,1.00,23.66,24.15,4.12,4.12,2.06,0.00,0.29,10.26,0,0,0,0,0,0,gneE3,gneE5_0,1.00,23.01,23.48,4.12,4.12,2.06,0.00,0.08,10.55,0,0,0,0,0,0,gneE5
-gneE0_0,3.00,0,0,0,0,0,0,-gneE0,72.00,73.00,int_72,-gneE1_0,9.00,100000.00,100000.00,37.07,37.07,18.53,9.00,9.00,0.00,0,0,0,0,0,0,-gneE1,23.03,23.78,12.36,12.36,9.68,0.00,0.54,10.54,-gneE3_0,2.00,77937.57,79542.55,8.24,8.24,4.12,2.00,2.00,0.00,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,12.00,254.88,260.13,49.42,49.42,24.71,8.00,11.10,0.95,0,0,0,0,0,0,gneE0,gneE1_0,1.47,18.41,18.79,6.07,6.07,2.48,0.00,0.22,13.19,0,0,1,0,0,0,gneE1,gneE3_0,1.00,20.14,20.56,4.12,4.12,2.06,0.00,0.17,12.05,0,0,0,0,0,0,gneE3,gneE5_0,1.00,21.67,22.12,4.12,4.12,2.06,0.00,0.02,11.20,0,0,0,0,0,0,gneE5
-gneE0_0,3.00,0,1,0,0,0,0,-gneE0,73.00,74.00,int_73,-gneE1_0,9.00,,100000.00,37.07,37.07,18.53,9.00,9.00,0.00,0,0,0,0,0,0,-gneE1,22.22,22.92,12.36,12.36,9.66,0.00,0.48,10.93,-gneE3_0,2.00,100000.00,100000.00,8.24,8.24,4.12,2.00,2.00,0.00,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,12.00,228.61,196.71,49.42,49.42,24.37,7.00,10.35,1.26,0,0,0,1,0,0,gneE0,gneE1_0,2.00,18.48,18.86,8.24,8.24,4.11,0.00,0.25,13.14,0,0,0,0,0,0,gneE1,gneE3_0,1.00,17.22,17.58,4.12,4.12,2.06,0.00,0.03,14.10,0,0,0,0,0,0,gneE3,gneE5_0,1.00,23.66,24.15,4.12,4.12,2.06,0.00,0.11,10.26,0,0,0,0,0,0,gneE5
-gneE0_0,2.00,0,0,0,0,0,0,-gneE0,74.00,75.00,int_74,-gneE1_0,9.00,,100000.00,37.07,37.07,18.53,9.00,9.00,0.00,0,0,0,0,0,0,-gneE1,20.78,21.57,8.24,8.24,7.62,0.00,0.24,11.68,-gneE3_0,2.00,,100000.00,8.24,8.24,4.12,2.00,2.00,0.00,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,11.00,187.83,191.70,45.30,45.30,22.65,6.00,9.94,1.29,0,0,0,0,0,0,gneE0,gneE1_0,2.00,16.73,17.07,8.24,8.24,4.12,0.00,0.06,14.51,0,0,0,0,0,0,gneE1,gneE3_0,1.00,17.74,18.11,4.12,4.12,2.06,0.00,0.06,13.69,0,0,0,0,0,0,gneE3,gneE5_0,1.00,23.17,23.65,4.12,4.12,2.06,0.00,0.09,10.48,0,0,0,0,0,0,gneE5
-gneE0_0,2.00,0,0,0,0,0,0,-gneE0,75.00,76.00,int_75,-gneE1_0,9.00,,100000.00,37.07,37.07,18.53,9.00,9.00,0.00,0,0,0,0,0,0,-gneE1,24.15,25.07,8.24,8.24,7.62,0.00,0.47,10.05,-gneE3_0,2.00,,100000.00,8.24,8.24,4.12,2.00,2.00,0.00,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,11.00,151.48,154.60,45.30,45.30,22.65,5.00,9.71,1.60,0,0,0,0,0,0,gneE0,gneE1_0,2.00,17.21,17.56,8.24,8.24,4.12,0.00,0.11,14.11,0,0,0,0,0,0,gneE1,gneE3_0,1.71,23.81,24.30,7.06,7.06,2.64,0.00,0.46,10.20,0,0,1,0,0,0,gneE3,gneE5_0,1.00,22.55,23.01,4.12,4.12,2.06,0.00,0.06,10.77,0,0,0,0,0,0,gneE5
-gneE0_0,2.00,0,0,0,0,0,0,-gneE0,76.00,77.00,int_76,-gneE1_0,9.00,,100000.00,37.07,37.07,18.53,9.00,9.00,0.00,0,0,0,0,0,0,-gneE1,23.68,24.59,8.24,8.24,7.62,0.00,0.46,10.25,-gneE3_0,2.00,,100000.00,8.24,8.24,4.12,2.00,2.00,0.00,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,11.00,145.30,131.10,45.30,45.30,22.14,4.00,9.05,1.89,0,0,0,1,0,0,gneE0,gneE1_0,2.00,16.67,17.01,8.24,8.24,4.12,0.00,0.05,14.57,0,0,0,0,0,0,gneE1,gneE3_0,2.00,22.91,23.38,8.24,8.24,4.08,0.00,0.45,10.60,0,0,0,0,0,0,gneE3,gneE5_0,1.00,23.87,24.36,4.12,4.12,1.86,0.00,0.11,10.17,0,1,0,0,0,0,gneE5
-gneE0_0,2.00,0,0,0,0,0,0,-gneE0,77.00,78.00,int_77,-gneE1_0,9.00,,100000.00,37.07,37.07,18.53,9.00,9.00,0.00,0,0,0,0,0,0,-gneE1,21.25,22.06,8.24,8.24,7.62,0.00,0.28,11.42,-gneE3_0,2.00,,100000.00,8.24,8.24,4.12,2.00,2.00,0.00,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,10.00,119.37,121.83,41.19,41.19,20.59,3.00,8.54,2.03,0,0,0,0,0,0,gneE0,gneE1_0,2.00,16.56,16.90,8.24,8.24,4.12,0.00,0.03,14.66,0,0,0,0,0,0,gneE1,gneE3_0,2.00,21.45,21.89,8.24,8.24,4.12,0.00,0.32,11.32,0,0,0,0,0,0,gneE3,,,,,,,,,,,,,,,,,
-gneE0_0,2.00,0,0,0,0,0,0,-gneE0,78.00,79.00,int_78,-gneE1_0,9.00,,100000.00,37.07,37.07,18.53,9.00,9.00,0.00,0,0,0,0,0,0,-gneE1,22.74,23.61,8.24,8.24,7.62,0.00,0.38,10.68,-gneE3_0,2.00,,100000.00,8.24,8.24,4.12,2.00,2.00,0.00,0,0,0,0,0,0,-gneE3,-gneE5_0,13.00,0,0,0,0,0,0,-gneE5,,100000.00,53.54,53.54,32.00,13.00,13.00,0.00,gneE0_0,10.00,95.59,97.33,41.19,41.19,20.59,2.00,7.64,2.55,0,0,0,1,0,0,gneE0,gneE1_0,2.00,17.02,17.38,8.24,8.24,4.12,0.00,0.08,14.26,0,0,0,0,0,0,gneE1,gneE3_0,2.93,24.36,24.87,12.06,12.06,5.06,0.00,0.74,9.97,0,0,1,0,0,0,gneE3,,,,,,,,,,,,,,,,,
